playerOne,playerTwo,gamesWon,gamesWonWithNoise
Ahri,Aatrox,16,16.42229393122329
Akali,Aatrox,369,369.43978358589624
Akshan,Aatrox,234,234.08441529597124
Alistar,Aatrox,12,11.811982955226897
Amumu,Aatrox,3,2.8828824389392174
Anivia,Aatrox,7,6.615796416962697
Annie,Aatrox,5,4.697195674504539
Aphelios,Aatrox,3,2.8667442158305727
Ashe,Aatrox,24,23.536344307948273
AurelionSol,Aatrox,11,10.870850818275718
Azir,Aatrox,14,13.89574774328844
Bard,Aatrox,3,3.0712714121602915
Belveth,Aatrox,13,12.618817187163963
Blitzcrank,Aatrox,4,4.169251837888202
Brand,Aatrox,13,12.55652511092934
Braum,Aatrox,2,1.9735357290404103
Caitlyn,Aatrox,7,7.4748717306090064
Camille,Aatrox,426,426.45700404620106
Cassiopeia,Aatrox,27,27.043279248156068
Chogath,Aatrox,311,311.4693319830266
Corki,Aatrox,11,11.429811255991547
Darius,Aatrox,1271,1270.5047203906458
Diana,Aatrox,18,18.178325930521666
Draven,Aatrox,16,15.700847069610685
DrMundo,Aatrox,444,444.2893909110176
Ekko,Aatrox,15,14.988260230591438
Elise,Aatrox,4,4.202480638075148
Evelynn,Aatrox,1,1.4264117583750007
Ezreal,Aatrox,12,12.27540418282351
Fiddlesticks,Aatrox,3,3.3765481960064108
Fiora,Aatrox,732,731.7211372661637
Fizz,Aatrox,4,3.739089192249277
Galio,Aatrox,11,10.919914122472138
Gangplank,Aatrox,1250,1250.4054913973146
Garen,Aatrox,910,909.7410652473299
Gnar,Aatrox,407,406.8909309279035
Gragas,Aatrox,258,257.8996937597534
Graves,Aatrox,151,150.84365579175557
Gwen,Aatrox,352,352.06268595147606
Hecarim,Aatrox,3,2.8182766511320514
Heimerdinger,Aatrox,94,94.43827093188067
Illaoi,Aatrox,429,428.7766233166288
Irelia,Aatrox,720,719.5651533379738
Ivern,Aatrox,6,6.062260341613154
Janna,Aatrox,9,9.150454170002796
JarvanIV,Aatrox,12,11.857668318191925
Jax,Aatrox,675,675.0802731837392
Jayce,Aatrox,191,190.88427505995662
Jhin,Aatrox,12,11.921770020807111
Jinx,Aatrox,4,4.490788021236952
Kaisa,Aatrox,5,4.869388816872344
Kalista,Aatrox,17,16.649088915652243
Karma,Aatrox,81,81.09931290784598
Karthus,Aatrox,20,19.840859257746008
Kassadin,Aatrox,6,6.082769666226854
Katarina,Aatrox,36,35.65284036058531
Kayle,Aatrox,800,799.9577106568087
Kayn,Aatrox,39,38.86590653930709
Kennen,Aatrox,160,160.0159739711117
Khazix,Aatrox,2,2.2754479325682175
Kindred,Aatrox,5,5.101681059051598
Kled,Aatrox,268,267.8649593761821
KogMaw,Aatrox,7,7.166225531465577
Leblanc,Aatrox,5,4.522559774828908
LeeSin,Aatrox,18,17.544990068186294
Leona,Aatrox,4,3.8563639074395617
Lillia,Aatrox,197,197.16946477115442
Lissandra,Aatrox,11,11.07994630779709
Lucian,Aatrox,12,11.764967279946704
Lulu,Aatrox,11,10.562794645017657
Lux,Aatrox,8,8.162288950629934
Malphite,Aatrox,484,483.9173984391447
Malzahar,Aatrox,16,16.411693989074408
Maokai,Aatrox,43,42.70556241895491
MasterYi,Aatrox,21,21.042534258983373
MissFortune,Aatrox,2,1.6112600853432495
MonkeyKing,Aatrox,299,298.82894031665097
Mordekaiser,Aatrox,1074,1074.1371839165631
Morgana,Aatrox,7,7.1152139627056386
Nami,Aatrox,1,0.6547721172592924
Nasus,Aatrox,611,610.8604904662258
Nautilus,Aatrox,11,10.933371283574422
Neeko,Aatrox,26,26.115045001723743
Nidalee,Aatrox,5,4.828237087504293
Nilah,Aatrox,8,8.159327306434138
Nocturne,Aatrox,15,14.958984851119343
Nunu,Aatrox,0,0.3690942111089225
Olaf,Aatrox,275,275.0745873990317
Orianna,Aatrox,6,6.373341535010367
Ornn,Aatrox,690,690.2310323920359
Pantheon,Aatrox,230,230.11585417839873
Poppy,Aatrox,99,98.78486312609772
Pyke,Aatrox,10,9.855107314254072
Qiyana,Aatrox,11,10.904435772214288
Quinn,Aatrox,198,198.3864975950572
Rakan,Aatrox,1,0.8544066880163741
Rammus,Aatrox,11,11.063619902334713
RekSai,Aatrox,10,9.798275927428119
Rell,Aatrox,6,6.154720542866967
Renata,Aatrox,1,1.0526717152016634
Renekton,Aatrox,467,466.5711814947089
Rengar,Aatrox,107,106.91739046950316
Riven,Aatrox,525,524.515078597289
Rumble,Aatrox,57,57.34475586200847
Ryze,Aatrox,35,34.87118111521812
Samira,Aatrox,15,14.892187653012268
Sejuani,Aatrox,116,116.06034475060164
Senna,Aatrox,11,10.77831665177251
Seraphine,Aatrox,2,2.2708303818888664
Sett,Aatrox,853,852.8362463844766
Shaco,Aatrox,44,44.38586284141455
Shen,Aatrox,563,563.1873037917658
Shyvana,Aatrox,89,88.88080644455579
Singed,Aatrox,257,257.1472419800995
Sion,Aatrox,887,887.1578360140843
Sivir,Aatrox,1,1.3463049685044737
Skarner,Aatrox,15,15.495173259943208
Sona,Aatrox,0,-0.1119525616077488
Soraka,Aatrox,10,9.51004209266587
Swain,Aatrox,110,110.20422766455968
Sylas,Aatrox,104,104.18938324250377
Syndra,Aatrox,3,3.3302169914587014
TahmKench,Aatrox,350,350.4910656781566
Taliyah,Aatrox,3,3.2034380984315516
Talon,Aatrox,6,6.121581196073014
Taric,Aatrox,19,19.35136317656731
Teemo,Aatrox,851,850.7999834016009
Thresh,Aatrox,13,12.77057666111132
Tristana,Aatrox,7,7.309636385045587
Trundle,Aatrox,175,175.10551724972655
Tryndamere,Aatrox,457,457.01775673456865
TwistedFate,Aatrox,6,6.070015213349084
Twitch,Aatrox,12,12.14813336935502
Udyr,Aatrox,103,103.34764921682486
Urgot,Aatrox,422,422.4568614137277
Varus,Aatrox,8,8.155122440328675
Vayne,Aatrox,194,193.83592117416424
Veigar,Aatrox,14,14.060432767578007
Velkoz,Aatrox,4,4.227450604848383
Vex,Aatrox,10,9.984611507694712
Vi,Aatrox,12,11.643424597703225
Viego,Aatrox,28,27.69909226432912
Viktor,Aatrox,26,25.62126824187394
Vladimir,Aatrox,153,152.9375434163758
Volibear,Aatrox,580,579.808181547649
Warwick,Aatrox,178,177.65973315383624
Xayah,Aatrox,0,0.2635325376126201
Xerath,Aatrox,1,0.9024824403936238
XinZhao,Aatrox,15,14.820595477580069
Yasuo,Aatrox,409,408.9120965249842
Yone,Aatrox,610,609.9101668610521
Yorick,Aatrox,431,430.6414637366902
Yuumi,Aatrox,5,4.697770327194538
Zac,Aatrox,25,25.164944340223958
Zed,Aatrox,29,28.67913974855675
Zeri,Aatrox,46,45.776394692876615
Ziggs,Aatrox,2,1.8277223057603162
Zilean,Aatrox,9,9.284119642724967
Zoe,Aatrox,3,3.243357665990852
Zyra,Aatrox,7,6.562884362596147
Akshan,Aatrox,1,1.3383291883904136
Amumu,Aatrox,19,18.686812936661912
Belveth,Aatrox,21,21.120143080332838
Blitzcrank,Aatrox,0,-0.33989157026488714
Camille,Aatrox,0,-0.12443166218576074
Chogath,Aatrox,1,0.5837276254788646
Darius,Aatrox,4,4.253616899630412
Diana,Aatrox,32,32.070229094279846
Ekko,Aatrox,15,14.765254601915514
Elise,Aatrox,2,1.5309708152241752
Evelynn,Aatrox,7,6.710952002135641
Fiddlesticks,Aatrox,6,5.503932607956695
Fizz,Aatrox,0,-0.39821354704481393
Gragas,Aatrox,4,3.655519812836525
Graves,Aatrox,6,6.111011796433049
Gwen,Aatrox,2,1.8901117507761094
Hecarim,Aatrox,15,14.735849058614283
Ivern,Aatrox,3,2.706873365329006
JarvanIV,Aatrox,6,6.011814273846556
Jax,Aatrox,4,3.7957884775501096
Jhin,Aatrox,0,0.09952676690510598
Karma,Aatrox,0,-0.446355596539213
Karthus,Aatrox,5,5.10626504512215
Kayn,Aatrox,56,55.909793457175795
Khazix,Aatrox,18,17.7713056781102
Kindred,Aatrox,9,9.128160503848763
LeeSin,Aatrox,34,34.13680467393845
Lillia,Aatrox,15,14.734665503258418
Malphite,Aatrox,3,2.896192019038041
Maokai,Aatrox,1,0.9129866485727223
MasterYi,Aatrox,21,20.815015155467236
MonkeyKing,Aatrox,11,10.650098374041832
Mordekaiser,Aatrox,6,5.990286101324705
Morgana,Aatrox,0,0.3732803330812756
Nasus,Aatrox,3,2.6858622772173106
Nidalee,Aatrox,10,10.177214580535486
Nilah,Aatrox,1,1.3520576052356774
Nocturne,Aatrox,15,15.129389777570967
Nunu,Aatrox,13,12.93396716307534
Olaf,Aatrox,4,4.091748204654266
Pantheon,Aatrox,2,1.9199272216780758
Poppy,Aatrox,8,8.109870982500839
Qiyana,Aatrox,8,7.856021311733498
Rammus,Aatrox,7,7.1114541726194265
RekSai,Aatrox,16,15.687502467612415
Rengar,Aatrox,12,11.738608337927165
Riven,Aatrox,0,-0.04263686266368716
Rumble,Aatrox,0,0.10760319686462394
Samira,Aatrox,1,1.480670575576735
Sejuani,Aatrox,9,9.348572978877556
Shaco,Aatrox,16,16.202884138535055
Shyvana,Aatrox,8,8.031932153612287
Singed,Aatrox,0,-0.16375397585460083
Sion,Aatrox,1,0.5635989630938423
Skarner,Aatrox,1,1.2390593867602164
Sylas,Aatrox,0,0.041002382951580985
Taliyah,Aatrox,4,4.4903377668514874
Talon,Aatrox,3,2.9074515495802777
Taric,Aatrox,2,2.0708178489269926
Teemo,Aatrox,0,-0.40607837319611173
Tristana,Aatrox,0,0.45758667465075065
Trundle,Aatrox,18,17.974053283255532
Tryndamere,Aatrox,2,2.445444950982472
Twitch,Aatrox,3,2.5607587655881474
Udyr,Aatrox,9,9.066681232336656
Vi,Aatrox,13,12.617590162158866
Viego,Aatrox,32,31.812800338612533
Volibear,Aatrox,15,14.806646769783226
Warwick,Aatrox,21,20.86239509223246
XinZhao,Aatrox,9,9.186760965363721
Yasuo,Aatrox,1,0.9499411899537735
Yone,Aatrox,0,0.47440133518131655
Zac,Aatrox,15,15.435017461061792
Zed,Aatrox,12,12.419362377926898
Zeri,Aatrox,0,-0.27244826066650085
Zyra,Aatrox,1,0.504450269221695
Ahri,Aatrox,22,22.042978418403244
Akali,Aatrox,38,37.9203164430925
Akshan,Aatrox,11,10.609088904603919
Amumu,Aatrox,1,0.5507607093083042
Anivia,Aatrox,13,12.738480169232163
Annie,Aatrox,8,7.986293824875949
Aphelios,Aatrox,0,0.23549402475348136
Ashe,Aatrox,2,1.9895880070855885
AurelionSol,Aatrox,6,6.318932253199932
Azir,Aatrox,11,11.080419191007866
Brand,Aatrox,5,5.433290552693955
Caitlyn,Aatrox,0,-0.3573816304720172
Camille,Aatrox,1,1.0636117013300808
Cassiopeia,Aatrox,3,2.50996224957239
Chogath,Aatrox,2,1.968605508150814
Corki,Aatrox,6,5.549677346426122
Darius,Aatrox,4,4.023109322004336
Diana,Aatrox,10,9.858599579694202
Draven,Aatrox,0,-0.39082538973071723
DrMundo,Aatrox,3,3.3856220026711474
Ekko,Aatrox,7,7.269457915838433
Ezreal,Aatrox,4,4.309233914222826
Fiddlesticks,Aatrox,1,1.3127039324740926
Fiora,Aatrox,3,3.468571766815371
Fizz,Aatrox,14,13.884522614242057
Galio,Aatrox,5,4.878257861086906
Gangplank,Aatrox,28,27.536692736789274
Garen,Aatrox,4,4.418591486274332
Gragas,Aatrox,4,3.5812622330928114
Graves,Aatrox,1,0.803759063894887
Gwen,Aatrox,1,1.153529534109091
Heimerdinger,Aatrox,3,3.099114810150689
Illaoi,Aatrox,2,1.7506047678419963
Irelia,Aatrox,20,19.830368720829217
Ivern,Aatrox,1,1.2890518740951689
Jax,Aatrox,0,-0.22870720805425981
Jayce,Aatrox,2,2.418796537958038
Jhin,Aatrox,3,2.768461485912311
Kaisa,Aatrox,7,7.402685531790622
Karma,Aatrox,0,0.27147064391891274
Karthus,Aatrox,0,0.05817873933561124
Kassadin,Aatrox,17,17.25678805896335
Katarina,Aatrox,48,48.47619860878556
Kayle,Aatrox,3,3.2180767479085146
Kayn,Aatrox,0,-0.26019358388232694
Kennen,Aatrox,2,2.0072615783826606
KogMaw,Aatrox,0,-0.2478017670710273
Leblanc,Aatrox,3,2.5586704234949895
Lillia,Aatrox,1,1.1452086601418863
Lissandra,Aatrox,6,6.258890359320326
Lucian,Aatrox,1,1.4421808019282913
Lulu,Aatrox,1,0.6559626275434967
Lux,Aatrox,12,11.64825568699142
Malphite,Aatrox,5,4.542235959041034
Malzahar,Aatrox,19,18.51457967576596
Maokai,Aatrox,0,0.07542519844884599
MasterYi,Aatrox,2,2.448746921375918
MonkeyKing,Aatrox,0,-0.2173271969823598
Mordekaiser,Aatrox,1,1.0830849377266605
Nasus,Aatrox,4,4.339572403913319
Neeko,Aatrox,8,8.159019758081342
Nidalee,Aatrox,1,1.3672822106164602
Nilah,Aatrox,0,-0.4194020084993445
Olaf,Aatrox,0,-0.07295630302461353
Orianna,Aatrox,7,6.671405638478476
Ornn,Aatrox,2,2.3878850523018946
Pantheon,Aatrox,6,5.885865409299466
Poppy,Aatrox,0,-0.44329692210273863
Pyke,Aatrox,6,5.531397033217527
Qiyana,Aatrox,11,10.728420537592212
Renata,Aatrox,2,1.8752394674026798
Renekton,Aatrox,3,3.1535933070537503
Riven,Aatrox,3,3.162040652145726
Rumble,Aatrox,2,1.8385652967803843
Ryze,Aatrox,4,3.700739881261689
Sejuani,Aatrox,1,0.507232843754593
Senna,Aatrox,1,0.9613018569682685
Seraphine,Aatrox,1,0.7990911063306778
Sett,Aatrox,5,4.685833245432676
Shaco,Aatrox,0,-0.46196250924717297
Shen,Aatrox,1,1.0999435392843955
Singed,Aatrox,1,0.8887738473586873
Sion,Aatrox,2,1.884306650059492
Soraka,Aatrox,0,0.45652337330842063
Swain,Aatrox,12,12.147637425908504
Sylas,Aatrox,36,35.59430497378558
Syndra,Aatrox,9,8.781668634126726
TahmKench,Aatrox,1,1.1317798756556003
Taliyah,Aatrox,9,9.170599841003604
Talon,Aatrox,3,2.7794069044959757
Teemo,Aatrox,6,5.96378148189735
Tristana,Aatrox,2,1.849274693181532
Trundle,Aatrox,0,0.27435449168545445
Tryndamere,Aatrox,2,2.229932896316931
TwistedFate,Aatrox,7,6.949574035346776
Twitch,Aatrox,4,4.244094547526101
Udyr,Aatrox,0,-0.3351112853676117
Varus,Aatrox,6,5.829487819107124
Vayne,Aatrox,2,1.5516857378986755
Veigar,Aatrox,32,31.764837326203526
Velkoz,Aatrox,6,6.419753121817108
Vex,Aatrox,14,13.614315960233686
Viego,Aatrox,1,1.3539379730588688
Viktor,Aatrox,20,19.933179413813825
Vladimir,Aatrox,26,25.928208133558886
Volibear,Aatrox,0,-0.2876191629137853
Xayah,Aatrox,0,-0.17224381402091526
Xerath,Aatrox,9,9.216838115283004
Yasuo,Aatrox,65,65.27917529155444
Yone,Aatrox,47,47.424730280048315
Yorick,Aatrox,1,1.1431133423598157
Zac,Aatrox,0,0.07287230966147606
Zed,Aatrox,37,37.40101363888433
Zeri,Aatrox,5,4.876951958669674
Ziggs,Aatrox,6,6.416860830871495
Zilean,Aatrox,3,3.086310558655647
Zoe,Aatrox,6,5.9937503300463755
Zyra,Aatrox,1,0.5030140865791917
Akali,Aatrox,0,-0.11684756303461985
Akshan,Aatrox,1,1.3756058577394046
Alistar,Aatrox,0,-0.020839354623795936
Anivia,Aatrox,0,-0.1446712496942324
Aphelios,Aatrox,6,6.223848769401008
Ashe,Aatrox,6,5.742945754959435
Blitzcrank,Aatrox,0,0.06602951897857468
Brand,Aatrox,1,1.214101952343082
Caitlyn,Aatrox,7,7.144295743133171
Darius,Aatrox,1,0.7037174595664215
Draven,Aatrox,12,12.269464381863381
Ezreal,Aatrox,13,13.179691032413514
Gangplank,Aatrox,0,0.38427151544462135
Garen,Aatrox,0,0.17466398612987788
Gnar,Aatrox,1,1.0358489919089973
Heimerdinger,Aatrox,1,1.2087031722472679
Jhin,Aatrox,16,16.411243750283454
Jinx,Aatrox,12,11.979096902209557
Kaisa,Aatrox,10,9.690622820023588
Kalista,Aatrox,4,4.1139807250467975
Karma,Aatrox,0,-0.10418619592620437
Karthus,Aatrox,1,0.6971800033863575
KogMaw,Aatrox,4,4.03489508991064
LeeSin,Aatrox,1,0.6391046203800732
Lucian,Aatrox,5,4.652320754836067
MissFortune,Aatrox,14,14.122986271771392
MonkeyKing,Aatrox,1,1.4387508493623993
Nilah,Aatrox,5,5.133316210489697
Renata,Aatrox,1,0.5990982271833798
Samira,Aatrox,9,8.829748754486234
Senna,Aatrox,4,3.5249310401437217
Seraphine,Aatrox,1,1.3432767235666285
Sett,Aatrox,0,-0.056626366853461785
Singed,Aatrox,0,0.11882736062096055
Sion,Aatrox,1,0.5971662782035418
Sivir,Aatrox,2,1.9191926292147263
Swain,Aatrox,0,-0.3958408405293792
Sylas,Aatrox,0,-0.061263851326633145
Syndra,Aatrox,1,0.9700744434056088
Taliyah,Aatrox,0,0.09902300963032273
Taric,Aatrox,1,1.3921280500286217
Thresh,Aatrox,0,-0.48577415512627575
Tristana,Aatrox,3,3.4727508864873564
Twitch,Aatrox,11,10.881309719219747
Varus,Aatrox,6,6.055778037410088
Vayne,Aatrox,9,9.40025431873669
Veigar,Aatrox,2,2.2016302531480334
Xayah,Aatrox,7,6.908837367612149
XinZhao,Aatrox,1,0.8110580133298209
Yasuo,Aatrox,3,3.275565030021366
Zeri,Aatrox,9,9.192158879084333
Ziggs,Aatrox,0,0.2633033880115795
Ahri,Aatrox,0,-0.06788999504119975
Alistar,Aatrox,4,4.170087976281069
Amumu,Aatrox,3,2.872381913652246
Ashe,Aatrox,5,4.633497719604367
Bard,Aatrox,0,-0.3678501648696866
Belveth,Aatrox,1,0.8810892943334774
Blitzcrank,Aatrox,9,9.150349683085862
Brand,Aatrox,7,7.462648241215195
Braum,Aatrox,2,2.070786619536528
Caitlyn,Aatrox,1,0.8266365046208377
Diana,Aatrox,0,-0.20852697419215072
Fizz,Aatrox,1,0.7913632103771182
Galio,Aatrox,2,1.8351143680875457
Gnar,Aatrox,0,0.4097382629150699
Janna,Aatrox,5,5.159565608581223
JarvanIV,Aatrox,1,1.400240121070768
Karma,Aatrox,6,5.992913988797212
Leona,Aatrox,7,7.237907485085121
Lillia,Aatrox,0,0.4916937246342086
Lulu,Aatrox,4,4.066627034952253
Lux,Aatrox,9,9.180959149317129
Malphite,Aatrox,2,2.0673537430849938
Malzahar,Aatrox,0,-0.12878109128176252
Maokai,Aatrox,0,-0.3515061772736975
MissFortune,Aatrox,1,1.162405605350095
MonkeyKing,Aatrox,1,1.1482861709732757
Mordekaiser,Aatrox,0,-0.13134342758973783
Morgana,Aatrox,9,9.428448503776615
Nami,Aatrox,5,4.909244512803223
Nautilus,Aatrox,7,6.795343880291597
Neeko,Aatrox,1,1.0427301989870288
Nunu,Aatrox,0,-0.2135996799340707
Orianna,Aatrox,1,0.8701392672689121
Pantheon,Aatrox,4,3.892021460824707
Pyke,Aatrox,17,16.930409354928184
Rakan,Aatrox,13,13.419458243724957
Rell,Aatrox,4,4.410069745552892
Renata,Aatrox,9,8.99250339811344
Rumble,Aatrox,1,1.006935620371564
Sejuani,Aatrox,0,0.1935684973142352
Senna,Aatrox,7,7.461892061852836
Seraphine,Aatrox,5,5.2006967067637415
Sett,Aatrox,3,2.725977723086682
Shaco,Aatrox,2,1.9961486375964843
Shen,Aatrox,2,2.2612813643785987
Sion,Aatrox,1,1.3147419084081116
Skarner,Aatrox,1,0.7457163932105337
Sona,Aatrox,3,3.057123524571765
Soraka,Aatrox,8,7.818086314376734
Swain,Aatrox,2,2.477669369349887
Syndra,Aatrox,1,1.2625372906114953
TahmKench,Aatrox,1,1.079135421579546
Taric,Aatrox,6,6.297722253727086
Teemo,Aatrox,1,1.3020902102090581
Thresh,Aatrox,11,11.485643576954718
Tristana,Aatrox,0,0.10549704404805449
Veigar,Aatrox,1,1.1814775932917065
Velkoz,Aatrox,4,3.5224566966605346
Vex,Aatrox,1,1.0796450215117959
Warwick,Aatrox,1,1.2365764480728116
Xerath,Aatrox,1,0.7043588330117945
Yasuo,Aatrox,1,0.6955184918784991
Yuumi,Aatrox,15,14.707300330434977
Zilean,Aatrox,4,4.427820788799897
Zyra,Aatrox,8,8.425546030990258
Aatrox,Ahri,8,7.711024281596753
Akali,Ahri,10,10.149273542868468
Akshan,Ahri,16,16.344786562297045
Amumu,Ahri,1,0.7761650973182621
Anivia,Ahri,1,1.1907295695248747
Annie,Ahri,3,3.3399670647361304
Aphelios,Ahri,1,1.2769450437016703
Ashe,Ahri,0,0.22449209466724585
Azir,Ahri,3,2.7680195477879574
Belveth,Ahri,0,-0.3927218649750528
Brand,Ahri,2,1.616341716155972
Braum,Ahri,1,1.499397322233495
Caitlyn,Ahri,0,0.20700594275959883
Camille,Ahri,8,7.9650338262631255
Cassiopeia,Ahri,4,4.136078448720874
Chogath,Ahri,4,3.802387422449513
Corki,Ahri,1,1.4739942577504233
Darius,Ahri,16,16.13713786335332
Diana,Ahri,0,-0.02541590565724894
Draven,Ahri,2,1.7649912287682112
DrMundo,Ahri,4,4.329776860954659
Ekko,Ahri,2,1.7281955308542618
Evelynn,Ahri,1,0.7908995474455929
Ezreal,Ahri,1,1.337610361341537
Fiddlesticks,Ahri,1,1.2301293654406287
Fiora,Ahri,9,8.785938483779457
Galio,Ahri,1,1.3384971616794057
Gangplank,Ahri,19,18.68367480980709
Garen,Ahri,17,16.635487795145938
Gnar,Ahri,4,4.3277446309415195
Gragas,Ahri,2,1.9153122041738246
Graves,Ahri,3,3.129054586681134
Gwen,Ahri,9,8.948422386594817
Heimerdinger,Ahri,3,3.3901579312685315
Illaoi,Ahri,5,5.304241772099602
Irelia,Ahri,12,12.345872674417288
Jax,Ahri,8,8.142007870381843
Jayce,Ahri,7,6.625264911981442
Jhin,Ahri,2,1.8100081846021627
Kaisa,Ahri,1,0.6419606038609564
Kalista,Ahri,0,0.18949912099535204
Karma,Ahri,3,2.7699115639194027
Kassadin,Ahri,0,-0.06713411944880954
Katarina,Ahri,2,2.19565212566133
Kayle,Ahri,12,11.871598415518612
Kayn,Ahri,0,-0.38009811088818324
Kennen,Ahri,6,5.910947092287086
Kled,Ahri,3,2.5650765913875273
KogMaw,Ahri,0,-0.07551215242726428
LeeSin,Ahri,0,0.1436342561815851
Lillia,Ahri,8,7.700359151240473
Lissandra,Ahri,2,2.0806883606487356
Lucian,Ahri,2,1.8090751005919579
Lux,Ahri,1,1.3208354800105515
Malphite,Ahri,7,6.577356112246833
Malzahar,Ahri,1,1.3886577695911777
Maokai,Ahri,1,1.1394198850790391
MasterYi,Ahri,1,1.1073852969469478
MissFortune,Ahri,1,0.6002549038740499
MonkeyKing,Ahri,4,3.8011597422964947
Mordekaiser,Ahri,14,13.55092746125918
Nasus,Ahri,16,16.40657646604773
Neeko,Ahri,0,0.004086212956719404
Olaf,Ahri,1,0.8150376202547096
Ornn,Ahri,7,6.631444161027505
Pantheon,Ahri,1,1.342887454221501
Poppy,Ahri,0,-0.4894050935972255
Pyke,Ahri,1,1.217511003668534
Quinn,Ahri,5,5.455993354100426
RekSai,Ahri,0,0.3346420862680889
Renekton,Ahri,5,5.219005795414028
Rengar,Ahri,5,4.848435487106136
Riven,Ahri,9,9.020254703856695
Rumble,Ahri,2,1.7496849160199708
Ryze,Ahri,1,0.5042509788460086
Senna,Ahri,0,-0.17192742088530866
Sett,Ahri,14,14.093153081427346
Shaco,Ahri,3,2.753792728956454
Shen,Ahri,8,7.950016612925989
Shyvana,Ahri,1,0.5187253162248546
Singed,Ahri,3,3.472616860848457
Sion,Ahri,9,8.726846779455268
Soraka,Ahri,1,0.9658041251275025
Swain,Ahri,3,3.031440852748837
Sylas,Ahri,5,5.15867289017673
Syndra,Ahri,1,0.7853950023655638
TahmKench,Ahri,3,3.1127088650052186
Talon,Ahri,2,2.0612931463389446
Teemo,Ahri,37,36.67994658010666
Thresh,Ahri,0,0.13459846274251497
Tristana,Ahri,1,0.680383105457369
Trundle,Ahri,3,2.777342368772174
Tryndamere,Ahri,5,5.345679604812302
Udyr,Ahri,1,0.7589345326472818
Urgot,Ahri,2,2.2845241068512463
Varus,Ahri,0,-0.0963767631469773
Vayne,Ahri,13,13.16592312817105
Veigar,Ahri,1,0.60998683192294
Vex,Ahri,0,0.4899507027569856
Viktor,Ahri,3,3.1133440988673025
Vladimir,Ahri,6,6.358135371469937
Volibear,Ahri,12,12.486414912410341
Warwick,Ahri,1,1.1773040810221445
XinZhao,Ahri,0,-0.18059431632329737
Yasuo,Ahri,15,14.700101519504406
Yone,Ahri,19,19.042921779671264
Yorick,Ahri,4,3.7018465963208183
Yuumi,Ahri,1,1.3911907788174545
Zac,Ahri,1,1.496170407703536
Zed,Ahri,1,0.8983503585503492
Zeri,Ahri,2,1.597508075468642
Ziggs,Ahri,0,-0.08459485270304778
Zilean,Ahri,1,0.7228090632106539
Amumu,Ahri,0,-0.2400452412354107
Belveth,Ahri,3,2.6482003666701983
Chogath,Ahri,0,0.17563166824746657
Diana,Ahri,4,4.308406162311749
Ekko,Ahri,1,0.9235281659568042
Evelynn,Ahri,4,3.94888271071488
Fiddlesticks,Ahri,2,2.470847413212672
Garen,Ahri,1,1.1024128833217846
Graves,Ahri,3,2.757858178893497
Hecarim,Ahri,1,0.9850965661602982
JarvanIV,Ahri,1,1.1443730308422302
Karthus,Ahri,2,2.4261046205217953
Kayn,Ahri,0,-0.11555953702187272
Khazix,Ahri,3,3.382911141783307
LeeSin,Ahri,1,1.2751703876704426
Lillia,Ahri,3,3.3588732896807207
MasterYi,Ahri,1,0.8691741106671591
MonkeyKing,Ahri,1,0.9576587739542257
Nidalee,Ahri,1,1.4462717430147818
Nocturne,Ahri,1,0.8233302836091585
Olaf,Ahri,1,0.8600388227395324
Pantheon,Ahri,1,1.4715388959495455
Poppy,Ahri,2,2.29349932792984
RekSai,Ahri,0,0.0655550216658295
Rengar,Ahri,1,1.0754841695350728
Seraphine,Ahri,0,-0.43029896642720367
Shaco,Ahri,1,0.7600899591695134
Shyvana,Ahri,2,2.243134650067721
Skarner,Ahri,2,2.255994067371362
Sylas,Ahri,1,0.8337459429284892
Taliyah,Ahri,1,0.7198332387661321
Taric,Ahri,0,0.12830549824915316
Teemo,Ahri,1,1.1152682243496432
Trundle,Ahri,0,0.3581251161650628
Tryndamere,Ahri,0,-0.13139867151419882
TwistedFate,Ahri,1,0.9987597084831119
Twitch,Ahri,1,1.2965969467591685
Udyr,Ahri,1,1.39493315077283
Varus,Ahri,1,0.7970435472680624
Viego,Ahri,4,4.295820379046633
Volibear,Ahri,2,1.9945814219061146
Warwick,Ahri,4,3.944684572855299
XinZhao,Ahri,0,-0.2203791861990686
Yasuo,Ahri,1,0.8474886850497407
Yone,Ahri,2,2.4366267684895977
Zac,Ahri,2,2.103893564997014
Zed,Ahri,1,1.1176465804888185
Zeri,Ahri,0,-0.45603501563065874
Aatrox,Ahri,28,27.945807720100884
Akali,Ahri,1289,1289.436051047651
Akshan,Ahri,634,633.5371197566083
Alistar,Ahri,2,2.1295926572648765
Amumu,Ahri,2,1.7783087073290829
Anivia,Ahri,403,402.92444243274383
Annie,Ahri,430,429.64974550514404
Aphelios,Ahri,7,7.327786762782643
Ashe,Ahri,18,17.972586067907287
AurelionSol,Ahri,151,150.6878991445093
Azir,Ahri,290,290.05208606704304
Bard,Ahri,7,6.8406583681895246
Belveth,Ahri,6,5.596130728479188
Blitzcrank,Ahri,9,8.73688709883564
Brand,Ahri,170,170.36258125557717
Braum,Ahri,1,0.638905701385521
Caitlyn,Ahri,32,32.05270132951608
Camille,Ahri,6,6.002988432220362
Cassiopeia,Ahri,370,369.9138943101032
Chogath,Ahri,35,34.87094371491333
Corki,Ahri,464,463.63112064331114
Darius,Ahri,9,9.455448759154567
